Customer_ID,Age,Gender,Country,Visit_Date,Seating_Region,Ticket_Price,Num_Tickets,Merchandise_Spend,Drink_Spend,Repeat_Visit,Satisfaction_Score,Recommendation_Likelihood
CUST_0038,68,Female,Germany,2025-06-22 00:00:00,VIP,200,1,43.77,12.2,0,7.2,5
CUST_0039,61,Female,Australia,2025-05-04 00:00:00,VIP,200,2,67.38,4.81,1,7,9
CUST_0040,69,Male,France,2025-02-16 00:00:00,Economy,60,1,48.38,23.19,0,8.8,7
CUST_0041,20,Female,UK,2025-02-03 00:00:00,High Economy,100,1,51.72,27.57,0,8,7
CUST_0042,54,Other,Germany,2025-06-14 00:00:00,Economy,60,1,66.15,19.6,0,7.9,7
CUST_0043,68,Male,Germany,2025-03-12 00:00:00,VIP,200,3,53.82,4.3,0,10,10
CUST_0044,24,Female,Sweden,2025-07-23 00:00:00,VIP,200,1,12.34,25.09,0,8.9,7
CUST_0045,38,Female,USA,2025-04-21 00:00:00,High Economy,100,3,149.42,11.66,0,5,9
CUST_0046,26,Female,Germany,2025-03-27 00:00:00,Premium,150,1,54.76,10.64,0,9.2,8
CUST_0047,56,Male,Germany,2025-08-11 00:00:00,High Economy,100,1,24.55,34.62,0,9,7
CUST_0048,35,Female,France,2025-05-31 00:00:00,Economy,60,2,68.84,48.31,1,9.8,7
CUST_0049,21,Female,France,2025-07-30 00:00:00,Economy,60,3,154.3,26.13,1,6.6,7
CUST_0050,42,Female,Australia,2025-08-21 00:00:00,Economy,60,1,29.41,11.76,0,8.5,8
CUST_0051,31,Other,Japan,2025-01-31 00:00:00,Economy,60,3,178.46,13.98,0,8.2,9
CUST_0052,67,Female,Japan,2025-07-06 00:00:00,Premium,150,3,86.2,29.4,0,6.6,7
CUST_0053,26,Other,UK,2025-03-30 00:00:00,High Economy,100,4,9.39,3.32,0,9.4,7
CUST_0054,43,Female,Japan,2025-03-21 00:00:00,High Economy,100,2,186.79,80.65,0,7.6,7
CUST_0055,19,Female,Sweden,2025-08-04 00:00:00,Economy,60,2,9.48,17.52,0,9.7,6
CUST_0056,37,Female,UK,2025-05-29 00:00:00,VIP,200,2,56.85,16.56,0,6.9,6
CUST_0057,45,Male,Australia,2025-09-08 00:00:00,High Economy,100,4,44.99,16.32,0,5.8,10
CUST_0058,64,Female,France,2025-08-24 00:00:00,VIP,200,4,20.26,7.74,0,7.6,7
CUST_0059,24,Female,Japan,2025-06-30 00:00:00,High Economy,100,2,76.91,35.46,0,8.3,7
CUST_0060,61,Female,USA,2025-07-05 00:00:00,Economy,60,4,119.14,22.67,1,7.2,7
CUST_0061,25,Other,France,2025-07-14 00:00:00,Economy,60,4,13.3,2.52,0,3.4,8
CUST_0062,64,Male,Sweden,2025-08-07 00:00:00,Premium,150,4,136.56,23.71,0,8.6,9
CUST_0063,52,Female,France,2025-07-10 00:00:00,Economy,60,2,85.47,30.52,0,8.6,7
CUST_0064,31,Female,Sweden,2025-02-04 00:00:00,High Economy,100,2,130.47,26.68,1,9,8
CUST_0065,34,Female,Sweden,2025-03-04 00:00:00,VIP,200,2,49.04,23.29,1,7.4,10
CUST_0066,53,Female,Sweden,2025-04-28 00:00:00,Premium,150,4,183.93,40.01,1,7.3,7
CUST_0067,67,Female,Australia,2025-04-07 00:00:00,Premium,150,2,64.83,12.34,0,10,7
CUST_0068,57,Female,Sweden,2025-01-09 00:00:00,VIP,200,4,62.45,16.14,0,5.6,9
CUST_0069,21,Male,Sweden,2025-01-11 00:00:00,Economy,60,1,60.93,6.59,1,7.6,10
CUST_0070,19,Male,USA,2025-04-23 00:00:00,High Economy,100,4,11.15,70.84,0,8.2,6
CUST_0071,23,Female,UK,2025-08-17 00:00:00,Economy,60,3,76.36,5.85,0,8.9,5
CUST_0072,59,Male,Germany,2025-03-31 00:00:00,Premium,150,2,17.79,26.67,1,8.3,8
CUST_0073,21,Male,UK,2025-07-11 00:00:00,VIP,200,2,20.99,11.33,0,6.6,8
CUST_0074,46,Female,Sweden,2025-05-22 00:00:00,High Economy,100,3,6.84,16.47,0,9.8,9
CUST_0075,35,Male,USA,2025-06-20 00:00:00,VIP,200,4,8.6,0.98,0,8,9
CUST_0076,43,Female,France,2025-01-03 00:00:00,High Economy,100,1,117.42,27.64,0,5.5,8
CUST_0077,61,Female,USA,2025-08-16 00:00:00,Economy,60,3,44.99,66.32,0,8.3,10
CUST_0078,51,Female,Sweden,2025-06-22 00:00:00,High Economy,100,3,63.91,27.11,0,8.7,7
CUST_0079,27,Male,USA,2025-04-29 00:00:00,High Economy,100,4,98.22,0.41,1,10,8
CUST_0080,53,Female,Japan,2025-05-15 00:00:00,Premium,150,2,26.14,22.76,0,8.6,6
CUST_0081,31,Male,USA,2025-01-21 00:00:00,VIP,200,4,30.28,4.43,1,5.8,8
CUST_0082,48,Female,Sweden,2025-09-06 00:00:00,VIP,200,3,104.21,5.6,0,5.8,6
CUST_0083,65,Male,Australia,2025-07-04 00:00:00,High Economy,100,3,35.42,26.55,0,9.9,6
CUST_0084,32,Female,Japan,2025-04-27 00:00:00,VIP,200,2,123.52,22.92,1,6.8,10
CUST_0085,25,Female,USA,2025-04-30 00:00:00,Premium,150,2,49.92,28.97,1,5.7,5
CUST_0086,31,Other,Germany,2025-08-10 00:00:00,High Economy,100,2,117.22,23.06,0,9.5,8
CUST_0087,40,Female,Germany,2025-07-08 00:00:00,Premium,150,4,36.16,17.01,1,7.3,9
CUST_0088,57,Male,USA,2025-06-14 00:00:00,Premium,150,2,125.94,28.04,1,9.4,10
CUST_0089,38,Female,Australia,2025-01-14 00:00:00,Premium,150,3,14.81,3.52,1,6.6,8
CUST_0090,33,Male,France,2025-07-28 00:00:00,Economy,60,3,68.43,33.73,0,10,8
CUST_0091,62,Male,Sweden,2025-07-11 00:00:00,High Economy,100,1,33.82,4.59,1,9.3,8
CUST_0092,35,Male,Germany,2025-09-05 00:00:00,High Economy,100,4,48.83,22.19,1,6.9,10
CUST_0093,64,Female,France,2025-06-25 00:00:00,VIP,200,1,84.34,41.46,1,5.5,9
CUST_0094,41,Female,USA,2025-03-25 00:00:00,Economy,60,3,44.1,6.14,0,10,7
CUST_0095,43,Male,France,2025-05-17 00:00:00,High Economy,100,1,91.02,29.71,0,7.7,10
CUST_0096,42,Female,Japan,2025-07-07 00:00:00,Premium,150,3,97.02,27.13,0,6.9,7
CUST_0097,62,Male,UK,2025-05-22 00:00:00,Economy,60,1,46.07,18.75,0,10,6
CUST_0098,58,Male,Germany,2025-08-06 00:00:00,Premium,150,2,86.69,2.43,1,9.4,6
CUST_0099,46,Male,USA,2025-02-03 00:00:00,High Economy,100,1,40.21,22.55,0,9.8,8
CUST_0100,32,Male,Sweden,2025-02-12 00:00:00,High Economy,100,2,56.27,19.32,0,7.9,8
CUST_0101,62,Female,Australia,2025-04-18 00:00:00,Premium,150,2,77.84,31.16,1,10,9
CUST_0102,18,Female,Japan,2025-03-05 00:00:00,Economy,60,4,31.15,6.28,0,6,9
CUST_0103,42,Female,USA,2025-07-29 00:00:00,Economy,60,2,12.86,40.04,0,7.2,8
CUST_0104,24,Male,Sweden,2025-05-06 00:00:00,High Economy,100,2,25.45,18.42,0,8.6,10
CUST_0105,26,Male,Australia,2025-01-09 00:00:00,Premium,150,1,33.78,15.68,0,9.8,8
CUST_0106,41,Male,Australia,2025-01-22 00:00:00,VIP,200,3,101.63,41.37,0,9,6
CUST_0107,18,Female,USA,2025-05-02 00:00:00,Premium,150,4,38.46,33.88,1,7.9,6
CUST_0108,61,Male,Japan,2025-01-11 00:00:00,Economy,60,2,87.99,33.44,0,7.3,10
CUST_0109,25,Female,France,2025-01-16 00:00:00,Premium,150,4,3.21,8.05,0,9.8,5
CUST_0110,41,Other,France,2025-02-23 00:00:00,High Economy,100,1,19.04,25.39,0,9.1,8
CUST_0111,28,Female,Australia,2025-04-14 00:00:00,Economy,60,2,35.54,3.43,0,6.7,10
CUST_0112,68,Other,France,2025-07-19 00:00:00,VIP,200,1,130.67,9.49,0,6.6,9
CUST_0113,34,Male,UK,2025-02-18 00:00:00,High Economy,100,4,56.5,10.14,0,7.2,8
CUST_0114,25,Female,Australia,2025-08-24 00:00:00,VIP,200,1,20.66,28.59,0,7,6
CUST_0115,52,Female,Australia,2025-08-17 00:00:00,Economy,60,4,7.86,36.69,1,9.5,10
CUST_0116,52,Female,Sweden,2025-01-19 00:00:00,High Economy,100,1,63.15,16.95,0,8.7,10
CUST_0117,50,Male,France,2025-07-07 00:00:00,Premium,150,4,23.04,13.69,0,8.8,9
CUST_0118,22,Male,Japan,2025-08-11 00:00:00,Premium,150,3,28.3,30.45,1,8.3,8
CUST_0119,59,Male,Australia,2025-05-11 00:00:00,High Economy,100,1,19.98,18.73,0,8.4,9
CUST_0120,56,Female,Japan,2025-04-24 00:00:00,Economy,60,1,23.38,18.57,0,5.6,8
CUST_0121,58,Female,UK,2025-05-04 00:00:00,Economy,60,3,15.97,10.08,0,9.2,7
CUST_0122,45,Female,Sweden,2025-03-19 00:00:00,High Economy,100,3,48.5,18.95,0,7.2,9
CUST_0123,24,Male,USA,2025-05-06 00:00:00,VIP,200,1,59.12,6.63,0,8,8
CUST_0124,26,Female,Japan,2025-02-16 00:00:00,Premium,150,3,23.85,10.81,0,7.3,9
CUST_0125,25,Male,Australia,2025-04-16 00:00:00,VIP,200,2,150.57,44.46,0,8.2,8
CUST_0126,29,Male,UK,2025-05-14 00:00:00,High Economy,100,4,73.47,15.04,0,8.9,9
CUST_0127,51,Male,Germany,2025-04-17 00:00:00,Economy,60,4,6.04,27.76,0,6.5,8
CUST_0128,50,Female,UK,2025-01-08 00:00:00,High Economy,100,4,55.34,10.67,0,8.4,8
CUST_0129,65,Male,UK,2025-01-24 00:00:00,Premium,150,2,62.61,43.23,1,7.3,8
CUST_0130,40,Female,Sweden,2025-05-26 00:00:00,High Economy,100,3,65.03,14.6,1,10,10
CUST_0131,41,Female,USA,2025-03-30 00:00:00,Economy,60,3,48.28,43.89,1,6.3,9
CUST_0132,54,Male,Germany,2025-06-29 00:00:00,Economy,60,1,84.99,8.42,0,6.5,10
CUST_0133,52,Female,France,2025-03-23 00:00:00,Economy,60,3,106.41,11.85,0,7.5,8
CUST_0134,61,Male,France,2025-05-22 00:00:00,Premium,150,1,73.83,13.53,0,6.6,8
CUST_0135,57,Male,Japan,2025-02-04 00:00:00,Premium,150,2,121.53,12.16,0,7.7,6
CUST_0136,39,Female,UK,2025-07-14 00:00:00,Economy,60,4,95.8,31.32,0,7.2,10
CUST_0137,44,Male,Sweden,2025-02-10 00:00:00,High Economy,100,4,41.84,31.04,0,8.1,7
CUST_0138,52,Female,Sweden,2025-08-31 00:00:00,Premium,150,4,64.81,20.43,0,9.5,10
CUST_0139,18,Female,France,2025-08-31 00:00:00,Economy,60,3,75.84,27.56,0,8.1,7
CUST_0140,52,Female,Japan,2025-08-25 00:00:00,Economy,60,1,103.57,83.29,1,8.2,9
CUST_0141,54,Female,Japan,2025-05-21 00:00:00,High Economy,100,1,46.25,23.3,0,6.4,6
CUST_0142,64,Female,Japan,2025-06-27 00:00:00,High Economy,100,2,61.04,30.42,0,7.8,7
CUST_0143,31,Female,Germany,2025-03-28 00:00:00,Premium,150,3,7.57,8.76,0,7.4,8
CUST_0144,20,Female,USA,2025-07-08 00:00:00,High Economy,100,2,35.59,10.7,0,9,7
CUST_0145,18,Male,Germany,2025-02-17 00:00:00,High Economy,100,1,2.09,5.26,0,6.9,8
CUST_0146,22,Male,Australia,2025-08-01 00:00:00,Economy,60,1,22.68,19.02,0,6.7,8
CUST_0147,43,Female,Australia,2025-04-15 00:00:00,Economy,60,4,28.2,17.76,0,8.5,9
CUST_0148,31,Female,USA,2025-06-13 00:00:00,Economy,60,3,75.58,3.74,1,10,5
CUST_0149,56,Male,France,2025-05-28 00:00:00,VIP,200,1,26.25,19.95,1,7.7,7
CUST_0150,44,Female,USA,2025-07-08 00:00:00,Economy,60,4,48.6,22.38,1,8.3,10
CUST_0151,26,Male,Sweden,2025-02-17 00:00:00,Economy,60,3,65.09,34.58,1,9.4,9
CUST_0152,32,Other,Australia,2025-03-26 00:00:00,High Economy,100,2,47.45,12.85,0,8.8,10
CUST_0153,32,Male,UK,2025-02-08 00:00:00,Economy,60,3,30.97,28.79,0,8.8,9
CUST_0154,43,Male,UK,2025-02-02 00:00:00,Economy,60,3,136.96,26.21,0,7.9,6
CUST_0155,59,Male,France,2025-06-26 00:00:00,High Economy,100,1,88.45,25.9,0,7.9,9
CUST_0156,30,Female,Sweden,2025-02-03 00:00:00,High Economy,100,1,45.12,7.84,0,6.9,8
CUST_0157,68,Female,Germany,2025-05-20 00:00:00,VIP,200,3,36.2,15.62,1,8.7,10
CUST_0158,49,Male,Sweden,2025-06-13 00:00:00,Premium,150,1,63.25,37.71,0,8.7,9
CUST_0159,56,Female,UK,2025-06-28 00:00:00,High Economy,100,1,62.8,31.39,0,9.1,9
CUST_0160,66,Male,UK,2025-07-06 00:00:00,Economy,60,1,54.13,4.01,0,7.3,9
CUST_0161,69,Female,Australia,2025-05-18 00:00:00,Premium,150,4,30.76,26.81,1,9.2,9
CUST_0162,49,Male,Sweden,2025-02-23 00:00:00,VIP,200,4,4.28,3.28,0,9.7,9
CUST_0163,21,Male,Sweden,2025-05-07 00:00:00,High Economy,100,3,62.75,12.81,1,6.2,8
CUST_0164,47,Female,UK,2025-01-23 00:00:00,VIP,200,1,24.95,22.36,1,7.6,9
CUST_0165,54,Other,Germany,2025-08-19 00:00:00,Premium,150,4,133.98,22.97,1,9.8,9
CUST_0166,40,Female,France,2025-04-15 00:00:00,VIP,200,3,18.37,3.77,1,7,10
CUST_0167,56,Female,Japan,2025-08-21 00:00:00,Premium,150,1,37.57,7.54,1,8.8,9
CUST_0168,62,Other,France,2025-01-04 00:00:00,Premium,150,2,131.2,49.78,0,8,10
CUST_0169,32,Male,Sweden,2025-05-19 00:00:00,Premium,150,1,37.38,5.31,0,8.5,10
CUST_0170,60,Other,France,2025-03-05 00:00:00,High Economy,100,1,25.14,9.8,0,8.1,9
CUST_0171,46,Female,UK,2025-04-13 00:00:00,Economy,60,4,103.37,0.27,0,9.1,6
CUST_0172,53,Female,UK,2025-03-15 00:00:00,High Economy,100,3,124,56.2,1,6.5,6
CUST_0173,30,Female,Sweden,2025-01-10 00:00:00,Economy,60,3,8.11,6.29,0,6.6,8
CUST_0174,49,Female,Sweden,2025-02-11 00:00:00,VIP,200,4,96.11,7.82,1,10,8
CUST_0175,24,Female,Japan,2025-03-15 00:00:00,Premium,150,1,91.28,3.27,0,10,10
CUST_0176,68,Female,Japan,2025-03-14 00:00:00,Economy,60,2,43.85,15.01,0,8,4
CUST_0177,39,Female,Australia,2025-07-04 00:00:00,VIP,200,1,18.72,12.3,1,10,7
CUST_0178,45,Male,Sweden,2025-04-26 00:00:00,High Economy,100,1,137.35,43.2,0,6.8,8
CUST_0179,19,Other,Germany,2025-06-08 00:00:00,High Economy,100,2,4.28,40.37,0,7.2,7
CUST_0180,59,Female,France,2025-06-23 00:00:00,High Economy,100,4,24.66,59.94,0,10,7
CUST_0181,62,Male,Sweden,2025-07-24 00:00:00,VIP,200,3,84.16,25.18,0,9.2,7
CUST_0182,23,Female,USA,2025-07-06 00:00:00,Premium,150,4,8.06,6.03,0,10,7
CUST_0183,45,Female,Australia,2025-01-08 00:00:00,High Economy,100,4,39.46,16.25,0,8.7,7
CUST_0184,45,Female,USA,2025-03-24 00:00:00,VIP,200,1,44.18,7.67,0,6.5,10
CUST_0185,61,Female,UK,2025-03-15 00:00:00,High Economy,100,3,119.72,4.22,1,8.3,9
CUST_0186,61,Male,Japan,2025-06-28 00:00:00,Economy,60,3,84.45,52.28,1,9.8,9
CUST_0187,37,Female,France,2025-04-05 00:00:00,Economy,60,4,88.75,29.22,0,7.8,8
CUST_0188,47,Other,Sweden,2025-08-09 00:00:00,Premium,150,2,8.83,26.3,0,7.6,10
CUST_0189,28,Male,USA,2025-01-10 00:00:00,Economy,60,4,40.61,3.27,1,8.7,9
CUST_0190,45,Female,France,2025-02-09 00:00:00,High Economy,100,2,69.32,20.71,0,7.2,9
CUST_0191,42,Male,UK,2025-03-15 00:00:00,Premium,150,3,106.57,12.43,0,8.4,7
CUST_0192,56,Female,Japan,2025-08-09 00:00:00,VIP,200,4,13.69,18.68,0,8.1,7
CUST_0193,50,Female,Germany,2025-03-06 00:00:00,Economy,60,1,38.52,2,1,7.3,10
CUST_0194,18,Female,Australia,2025-03-21 00:00:00,Premium,150,4,165.31,24.92,0,9.5,7
CUST_0195,44,Male,France,2025-07-09 00:00:00,Premium,150,3,26.9,1.45,0,9,6
CUST_0196,69,Female,France,2025-07-25 00:00:00,VIP,200,1,76.61,14.8,0,7.5,7
CUST_0197,30,Male,Germany,2025-07-11 00:00:00,Economy,60,1,93.29,21.19,0,8,10
CUST_0198,58,Male,France,2025-06-05 00:00:00,Economy,60,2,77.15,29.11,0,7.6,7
CUST_0199,20,Male,UK,2025-07-19 00:00:00,Economy,60,1,102.18,22.56,0,7,9
CUST_0200,56,Male,UK,2025-01-24 00:00:00,Premium,150,1,8.14,26.11,1,5.5,7
CUST_0201,23,Female,Germany,2025-08-07 00:00:00,Premium,150,4,79.03,22.06,1,7.3,9
CUST_0202,25,Female,Australia,2025-06-20 00:00:00,High Economy,100,3,42.97,7.89,0,7.1,9
CUST_0203,44,Female,Sweden,2025-03-22 00:00:00,High Economy,100,2,48.59,3.2,0,8.2,6
CUST_0204,26,Male,USA,2025-01-24 00:00:00,Premium,150,4,59.87,37.33,0,8.7,8
CUST_0205,54,Female,Sweden,2025-07-09 00:00:00,High Economy,100,1,71.19,46.14,1,6.8,6
CUST_0206,50,Female,France,2025-06-04 00:00:00,Economy,60,1,42.49,14.26,1,8.6,7
CUST_0207,68,Male,USA,2025-07-22 00:00:00,Economy,60,2,50.19,9.42,0,6.6,8
CUST_0208,59,Other,Germany,2025-06-12 00:00:00,Economy,60,3,9.42,1.95,0,7.8,10
CUST_0209,61,Other,Germany,2025-05-31 00:00:00,Economy,60,2,11.87,10.99,1,7.1,9
CUST_0210,41,Male,Australia,2025-03-25 00:00:00,Premium,150,4,92.66,8.56,0,9.1,7
CUST_0211,32,Male,USA,2025-05-24 00:00:00,High Economy,100,2,110.37,5.02,0,8.2,8
CUST_0212,49,Other,UK,2025-05-04 00:00:00,Economy,60,1,102.98,39.22,0,7.8,9
CUST_0213,49,Female,USA,2025-05-17 00:00:00,Premium,150,4,58.11,26.61,0,7.1,7
CUST_0214,41,Male,France,2025-04-30 00:00:00,Economy,60,1,134.77,27,0,7.5,10
CUST_0215,58,Female,UK,2025-03-08 00:00:00,High Economy,100,3,122.71,15.01,1,10,7
CUST_0216,69,Female,Japan,2025-06-10 00:00:00,High Economy,100,1,108.48,7.02,0,7.2,7
CUST_0217,66,Female,Japan,2025-06-14 00:00:00,High Economy,100,1,49.29,18.74,0,8.7,7
CUST_0218,66,Female,Japan,2025-03-09 00:00:00,Economy,60,2,79.87,17.51,0,7.8,6
CUST_0219,69,Female,Germany,2025-07-17 00:00:00,Economy,60,1,50.23,3.08,0,8.7,5
CUST_0220,29,Male,USA,2025-05-27 00:00:00,VIP,200,4,58.24,27.06,0,9.3,8
CUST_0221,56,Male,Japan,2025-08-04 00:00:00,Economy,60,4,79.76,16.42,0,7.5,8
CUST_0222,19,Female,Sweden,2025-04-17 00:00:00,Premium,150,3,141.74,17.54,1,9.1,8
CUST_0223,20,Other,Australia,2025-04-20 00:00:00,Premium,150,4,65.05,9.77,0,10,8
CUST_0224,66,Male,Sweden,2025-03-25 00:00:00,High Economy,100,2,14.31,12.9,0,8.9,10
CUST_0225,54,Female,Japan,2025-04-06 00:00:00,High Economy,100,3,196.25,27.22,0,10,8
CUST_0226,66,Female,Australia,2025-02-16 00:00:00,High Economy,100,4,43.38,48.09,0,8.7,6
CUST_0227,34,Female,France,2025-08-05 00:00:00,Economy,60,2,15.21,49.39,1,6.6,6
CUST_0228,66,Female,Sweden,2025-06-10 00:00:00,Economy,60,4,60.02,12.17,0,8.4,8
CUST_0229,19,Female,USA,2025-09-02 00:00:00,High Economy,100,4,83.27,15.63,1,7.5,7
CUST_0230,19,Female,USA,2025-04-08 00:00:00,VIP,200,1,111.31,35.09,0,7.1,6
CUST_0231,45,Female,Sweden,2025-07-23 00:00:00,Economy,60,4,62.53,8.32,1,7.9,8
CUST_0232,40,Male,Japan,2025-05-29 00:00:00,Economy,60,4,35.45,5.09,0,7.8,8
CUST_0233,54,Female,USA,2025-07-30 00:00:00,Economy,60,2,60.28,19.08,0,6.4,10
CUST_0234,49,Male,France,2025-06-15 00:00:00,VIP,200,2,58.44,22.94,0,10,7
CUST_0235,50,Male,UK,2025-04-09 00:00:00,VIP,200,1,84.4,17.07,0,9.2,7
CUST_0236,18,Female,Japan,2025-08-26 00:00:00,Premium,150,4,51.63,11.7,1,8.4,10
CUST_0237,36,Male,France,2025-07-13 00:00:00,VIP,200,1,229.39,22.68,1,8.1,9
CUST_0238,19,Male,Australia,2025-04-16 00:00:00,Premium,150,4,113.22,12.79,0,9.8,7
CUST_0239,61,Female,France,2025-03-08 00:00:00,Economy,60,3,32.93,15.7,0,10,7
CUST_0240,43,Male,Japan,2025-03-15 00:00:00,High Economy,100,3,30.09,14.83,0,9,6
CUST_0241,49,Male,Australia,2025-02-13 00:00:00,VIP,200,1,29.18,20.33,1,8.2,8
CUST_0242,23,Female,Japan,2025-02-18 00:00:00,Premium,150,1,76.11,9.64,0,10,10
CUST_0243,49,Female,USA,2025-03-30 00:00:00,VIP,200,1,56.34,19.06,0,8.2,10
CUST_0244,21,Male,UK,2025-04-25 00:00:00,VIP,200,2,24.49,1.6,0,8.7,6
CUST_0245,28,Female,Japan,2025-01-13 00:00:00,Premium,150,2,6.26,7.54,1,9.5,9
CUST_0246,34,Female,Japan,2025-06-07 00:00:00,Premium,150,2,38.44,25.54,0,7.4,8
CUST_0247,55,Female,USA,2025-08-15 00:00:00,Economy,60,1,79.97,13.12,1,4.9,8
CUST_0248,41,Female,Germany,2025-02-06 00:00:00,Economy,60,4,16.55,12.69,1,7.3,7
CUST_0249,22,Other,USA,2025-01-07 00:00:00,Premium,150,3,39.21,32.63,0,9.2,5
CUST_0250,69,Female,Australia,2025-05-31 00:00:00,High Economy,100,1,114.5,39.79,0,9.1,9
CUST_0251,51,Female,USA,2025-08-09 00:00:00,Economy,60,2,2.05,28.88,1,10,6
CUST_0252,23,Female,USA,2025-07-01 00:00:00,Premium,150,2,35.7,15.52,0,7.4,7
CUST_0253,39,Male,UK,2025-09-07 00:00:00,Premium,150,1,33.5,12.1,1,10,9
CUST_0254,28,Male,USA,2025-03-12 00:00:00,Economy,60,1,12.78,9.97,0,8.3,5
CUST_0255,65,Female,Japan,2025-03-13 00:00:00,VIP,200,2,14.66,20.22,0,8.9,6
CUST_0256,33,Female,UK,2025-02-19 00:00:00,High Economy,100,4,90.74,7.01,1,9.4,10
CUST_0257,50,Female,Sweden,2025-07-18 00:00:00,High Economy,100,2,133.54,30.81,0,5.9,8
CUST_0258,26,Male,Germany,2025-08-29 00:00:00,Premium,150,2,27.35,23.93,0,6.5,7
CUST_0259,23,Female,UK,2025-03-06 00:00:00,Premium,150,1,100.08,12.68,1,6.4,8
CUST_0260,33,Male,Australia,2025-06-13 00:00:00,Economy,60,4,54.65,12.54,0,9.6,9
CUST_0261,46,Female,Sweden,2025-07-11 00:00:00,VIP,200,2,46.19,12.47,0,7.5,10
CUST_0262,20,Female,UK,2025-02-17 00:00:00,Premium,150,2,136.94,13.7,0,10,6
CUST_0263,37,Female,UK,2025-02-10 00:00:00,Economy,60,3,26.24,17.7,1,8,7
